review,Folio Solicitud,Tipo PST,Nombre Comercial,Calle,Colonia,Estado,Municipio
,2090100297,Alimentos y bebidas,Härth Kitchen Bar Market,Av. Antonio Dovali Jaime .,Lomas de Santa Fe,Ciudad de México,Álvaro Obregón
,35090150007,Tour operador,Mexico Touring,Av. Nuevo León,Hipódromo,Ciudad de México,Cuauhtémoc
,31090050154,Guía de turistas,Alejandro Rangel Alvarado,Cl. NORTE,Lindavista Vallejo I Sección,Ciudad de México,Gustavo A. Madero
,4090154385,Agencia de viajes,Viajamos Com,Avenida Puebla .,Roma Norte,Ciudad de México,Cuauhtémoc
,2090160270,Alimentos y bebidas,Taquería del Prado,Calle Prado rte .,Lomas de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,2090160273,Alimentos y bebidas,Restaurante Liverpool Polanco y Restaurante Liverpool Polanco Experiencia Gourmet,GRAL. MARIANO ESCOBEDO,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,2090100287,Alimentos y bebidas,Zeru ,Revolución ,Campestre,Ciudad de México,Álvaro Obregón
,4090141629,Agencia de viajes,Viajes Sears,Xochicalco No,Narvarte Poniente,Ciudad de México,Benito Juárez
,27090150042,Agencia integradora de servicios,Haciendo del Turismo,Eje Central .,U.H Nonoalco Tlatelol,Ciudad de México,Cuauhtémoc
,31090140131,Guía de turistas,María Esther Franco Velasco,Giorgione .,Benito Juarez,Ciudad de México,Benito Juárez
,31090100059,Guía de turistas,Enrique Orlando Vázquez Muñoz,Cedros Secc.I Mod. E,El Piru,Ciudad de México,Álvaro Obregón
,31090050181,Guía de turistas,Francisco Javier Linares Linares,Asperon .,Tres Estrellas,Ciudad de México,Gustavo A. Madero
,1090170849,Hospedaje,Hotel Cordoba,Fray Servando Teresa de Mier,Merced Balbuena,Ciudad de México,Venustiano Carranza
,31090150378,Guía de turistas,Veronica Prieto Torres,Av. Guerrero .,U. Hab. Nonoalco,Ciudad de México,Cuauhtémoc
,2090160312,Alimentos y bebidas,Fat Crow ,Avenida Ejercito nacional ,Granada,Ciudad de México,Miguel Hidalgo
,2090030139,Alimentos y bebidas,Cantina la No. 20 Oasis ,Av. Universidad,Romero de Terreros,Ciudad de México,Coyoacán
,2090160313,Alimentos y bebidas,50 Friends,Prado Norte,Lomas de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,2090157843,Alimentos y bebidas,50 Friends ,Paseo de la reforma,Juárez,Ciudad de México,Cuauhtémoc
,2090160314,Alimentos y bebidas,Joyroom,Av. Ejercito nacional,Granada,Ciudad de México,Miguel Hidalgo
,2090160315,Alimentos y bebidas,L' Entrecote,Emilio Castellar ,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,31090100045,Guía de turistas,Joel Flores Carreón ,General Antonio Rosales .,Santa Fe,Ciudad de México,Álvaro Obregón
,4090154402,Agencia de viajes,Mombell Travel Concatur,Puebla .,Roma Norte,Ciudad de México,Cuauhtémoc
,31090030120,Guía de turistas,Fernanda Ariana Martinez Perez,Cd. Universitaria .,Copilco Universidad,Ciudad de México,Coyoacán
,31090140133,Guía de turistas,Rodrigo Jesus Olivares González,Zempoala .,Independencia No. 14,Ciudad de México,Benito Juárez
,1090070074,Hospedaje,Hotel San Lorenzo,Enna ,San Lorenzo Xicotencatl,Ciudad de México,Iztapalapa
,4090101385,Agencia de viajes,Royal Holiday Travel,Insurgentes Sur,Guadalupe Inn,Ciudad de México,Álvaro Obregón
,4090154349,Agencia de viajes,Superincentivos ,Maestro Antonio Caso,San Rafael,Ciudad de México,Cuauhtémoc
,4090031759,Agencia de viajes,Ximhai Viajes,Av. Aztecas .,Ajusco,Ciudad de México,Coyoacán
,4090161372,Agencia de viajes,Técnicos en Administración Turística,Cantú,Anzures,Ciudad de México,Miguel Hidalgo
,1090070089,Hospedaje,Hotel Culhuacán,Avenida Tláhuac ,Culhuacán,Ciudad de México,Iztapalapa
,2090147629,Alimentos y bebidas,Elements Lounge & Bar ,Av. Insurgentes Sur .,Del Valle Centro,Ciudad de México,Benito Juárez
,2090147630,Alimentos y bebidas,Restaurante Muralis,Av. Insurgentes Sur .,Del Valle Centro,Ciudad de México,Benito Juárez
,1090140374,Hospedaje,Hotel Hyatt Regency Mexico City Insurgentes,Av. Insurgentes Sur .,Del Valle Centro,Ciudad de México,Benito Juárez
,2090147631,Alimentos y bebidas,Sky Bar 7.24,Av. Insurgentes Sur .,Del Valle Centro,Ciudad de México,Benito Juárez
,4090154359,Agencia de viajes,Nalux Viajes,Cuahtémoc,Doctores,Ciudad de México,Cuauhtémoc
,35090150003,Tour operador,Mexitours DMC & Grand Tour Operator,Marte ,Guerrero,Ciudad de México,Cuauhtémoc
,1090150494,Hospedaje,Hotel Fontán Reforma,Av. Paseo de la Reforma,Centro (Área 4),Ciudad de México,Cuauhtémoc
,4090064169,Agencia de viajes,Imagine Travel,Av. Sur,Agrícola Oriental ,Ciudad de México,Iztacalco
,4090121602,Agencia de viajes,Pasaportete Travel,Algodonales .,Rinconada Coapa ,Ciudad de México,Tlalpan
,31090130083,Guía de turistas,Carlos Hernández Rodriguez,La Noria,Paseos del Sur,Ciudad de México,Xochimilco
,31090030001,Guía de turistas,Ariushka Araceli Herrera Alva,Elvira Vargas,Culhuacán CTM Sección III,Ciudad de México,Coyoacán
,4090121557,Agencia de viajes,Wonder List Travel,Prolongación Abasolo,Valle de Tepepan,Ciudad de México,Tlalpan
,4090071404,Agencia de viajes,Nareva Tours,Schumann,Vallejo,Ciudad de México,Gustavo A. Madero
,4090141734,Agencia de viajes,Máster del Viaje,Xochicalco,Narvarte Poniente,Ciudad de México,Benito Juárez
,1090140124,Hospedaje,BelAir Unique CDMX-WTC,Dakota,Nápoles,Ciudad de México,Benito Juárez
,01090169bb1b0,Hospedaje,COURTYARD BY MARRIOTT MEXICO CITY REVOLUCION,Revolución,Tacubaya,Ciudad de México,Miguel Hidalgo
,1090150876,Hospedaje,Hotel Conde,Pescaditos,Centro (Área 7),Ciudad de México,Cuauhtémoc
,31090070088,Guía de turistas,Miriam Azucena Mateos Gómez,Gral. Antonio León ,Juan Escutia,Ciudad de México,Iztapalapa
,5090140003,Transportadora turística,JJ CHARGERS,Torres Adalid,Narvarte Poniente,Ciudad de México,Benito Juárez
,1090139534,Hospedaje,XO Hotel,Av. Cami a Nativitas .,Xaltocan,Ciudad de México,Xochimilco
,4090031774,Agencia de viajes,VerdeMenta Tours & Travel,Av. Pacifico .,El Rosedal,Ciudad de México,Coyoacán
,1090150572,Hospedaje,Hotel Andrade,Dr. Andrade ,Doctores,Ciudad de México,Cuauhtémoc
,4090154399,Agencia de viajes,Inmeditravel,Avenida Baja California,Cuauhtemoc Roma Sur ,Ciudad de México,Cuauhtémoc
,4090144364,Agencia de viajes,Mile Travel ,Palenque,Narvarte ,Ciudad de México,Benito Juárez
,4090144365,Agencia de viajes,Grupo Premier Viajes,Av. Rio Mixcoac .,Insurgentes Mixcoac,Ciudad de México,Benito Juárez
,1090140090,Hospedaje,Isaaya Hotel Boutique,Dakota,Nápoles,Ciudad de México,Benito Juárez
,31090160061,Guía de turistas,Yazmin Azucena Virgen Moreno,Poniente,Popo,Ciudad de México,Miguel Hidalgo
,27090080003,Agencia integradora de servicios,"Sandusa Corporate Travel, Events & Productions",Cerrada Suiza,San Jerónimo Aculco,Ciudad de México,La Magdalena Contreras
,4090144314,Agencia de viajes,Nosotras Viajando,Av. Universidad .,Del Valle Centro,Ciudad de México,Benito Juárez
,4090151340,Agencia de viajes,CATUR,San Luis Potosí No.,Roma Norte,Ciudad de México,Cuauhtémoc
,31090060060,Guía de turistas,María Elba Ortega Rodríguez ,Coruña,Viaducto Piedad,Ciudad de México,Iztacalco
,2090157891,Alimentos y bebidas,Buenos Díaz Cafetería Porfiriana,Londres .,Juárez,Ciudad de México,Cuauhtémoc
,31090030061,Guía de turistas,David Antonio Soto Villar,La Viga,Artes Gráficas,Ciudad de México,Venustiano Carranza
,4090154367,Agencia de viajes,¿Vas o te quedas?,Av. Insurgentes .,Roma Norte ,Ciudad de México,Cuauhtémoc
,1090151002,Hospedaje,Hotel Maga,Juan A. Mateos Antonio .,Obrera,Ciudad de México,Cuauhtémoc
,4090144337,Agencia de viajes,Integra Viajes Tavco ,Nicolás San Juan .,Del Valle,Ciudad de México,Benito Juárez
,2090170103,Alimentos y bebidas,Burger King ,Av. Capitán Carlos León,Peñón de los Baños,Ciudad de México,Venustiano Carranza
,4090071664,Agencia de viajes,I Moon Travel ,Francisco Gómez .,Campestre Potrero ,Ciudad de México,Iztapalapa
,4090151710,Agencia de viajes,Blue Elegance Resorts,Av. Paseo de la Reforma .,Tabacalera,Ciudad de México,Cuauhtémoc
,31090170094,Guía de turistas,Jorge Ignacio Rodríguez Fernandez,U. Candelaria de los Patos Mz.,Centro,Ciudad de México,Venustiano Carranza
,4090151644,Agencia de viajes,Rivera Viajes,Bajío ,Roma Sur,Ciudad de México,Cuauhtémoc
,27090150027,Agencia integradora de servicios,GRUPO QS XPERT SOLUTIONS MEXICO,Lerdo ,San Simón Tolnáhuac,Ciudad de México,Cuauhtémoc
,4090151693,Agencia de viajes,Zafiro Tours,Campeche ,Hipódromo Condesa,Ciudad de México,Cuauhtémoc
,4090031750,Agencia de viajes,Garza y Garza,Río Churubusco .,Prado Churubusco,Ciudad de México,Coyoacán
,31090140115,Guía de turistas,Xchel Osiris Hernández Guzmán,Av. Dr. José María Vertiz .,Narvarte Poniente,Ciudad de México,Benito Juárez
,31090140116,Guía de turistas,Betsabe Sarasuadi Salgado Silva,Av. Dr. José María Vertiz .,Narvarte Poniente,Ciudad de México,Benito Juárez
,4090154390,Agencia de viajes,Volibolo S.A de C.V,Dr Valenzuela,Doctores,Ciudad de México,Cuauhtémoc
,1090151016,Hospedaje,Hotel Gillow,Isabel  La Cátólica,Centro,Ciudad de México,Cuauhtémoc
,4090031776,Agencia de viajes,Adventure Travel Store ,,Pedregal de la Zorra ,Ciudad de México,Coyoacán
,2090157826,Alimentos y bebidas,Studio Franca ,Merida ,Roma Norte,Ciudad de México,Cuauhtémoc
,2090157828,Alimentos y bebidas,Pizza Franca,Merida,Roma Norte,Ciudad de México,Cuauhtémoc
,31090150379,Guía de turistas,Diana Marlen Guerrero Iglesias  ,Donceles .,Centro,Ciudad de México,Cuauhtémoc
,5090150061,Transportadora turística,"United Airlines, Inc.",Av. Paseo de la Reforma .,Juárez,Ciudad de México,Cuauhtémoc
,4090121596,Hospedaje,Motel Villalinda,Calzada de Tlalpan ,San Lorenzo Huipulco,Ciudad de México,Tlalpan
,27090050009,Agencia integradora de servicios,Inviare Mice & Travel Agency,Hidalgo ,Aragón la Villa,Ciudad de México,Gustavo A. Madero
,4090031762,Agencia de viajes,Concert Travel,Rancho Upacuaro .,Haciendas de Coyoacán,Ciudad de México,Coyoacán
,4090140698,Agencia de viajes,Tayira Travel,Arkansas,Nápoles,Ciudad de México,Benito Juárez
,31090160288,Guía de turistas,Anel Olivia Gomez Rios,Domicilio Co cido,Otra no especficada en el catálogo,Ciudad de México,Miguel Hidalgo
,31090140123,Guía de turistas,Juan Marrugat López,Altamira .,Miravalle,Ciudad de México,Benito Juárez
,31090050165,Guía de turistas,Juan Manuel Rosales Avellaneda,Heroes de Nacozari .,San Felipe de Jesus,Ciudad de México,Gustavo A. Madero
,4090154362,Agencia de viajes,Marplan Travel Operadora Turistica,Articulo,Centro,Ciudad de México,Cuauhtémoc
,4090054339,Agencia de viajes,Vimart Travels by Fraveo,Tesoro .,Estrella,Ciudad de México,Gustavo A. Madero
,4090121597,Agencia de viajes,Sevde Viajes by Fraveo,Cerrada del gal Mz.,San Ándres Totoltepec,Ciudad de México,Tlalpan
,2090157894,Alimentos y bebidas,Beer Stop Terraza,Río Lerma .,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,2090160248,Alimentos y bebidas,Burger King Antara,Av. Ejército Nacional .,Granada,Ciudad de México,Miguel Hidalgo
,2090140214,Alimentos y bebidas,Burger King Tlalpan Ermita,Calz. de Tlalpan .,Portales Sur,Ciudad de México,Benito Juárez
,4090130076,Agencia de viajes,Fashion Tours Tour Operator & Boutique,Fernando Montes de Oca,Condesa,Ciudad de México,Cuauhtémoc
,5090150084,Transportadora turística,Transion,"Río Nilo, ",Cuauhtémoc,Ciudad de México,Cuauhtémoc
,4090154306,Agencia de viajes,ALV Viajes,Salamanca,Roma Norte,Ciudad de México,Cuauhtémoc
,4090130056,Agencia de viajes,AMO VIAJAR,Patricio Sanz,Del Valle Norte,Ciudad de México,Benito Juárez
,1090150564,Hospedaje,Hotel Hot Nayarit ,Platino,Maza,Ciudad de México,Cuauhtémoc
,31090050111,Guía de turistas,Diana Iris Cortés García,16 de Septiembre,San Juan de Aragón,Ciudad de México,Gustavo A. Madero
,1090151010,Hospedaje,Hotel Marconi ,Héroes .,Guerrero,Ciudad de México,Cuauhtémoc
,4090164337,Agencia de viajes,Viajes Loza,General Salvador Alvarado .,Escandon ,Ciudad de México,Miguel Hidalgo
,4090154383,Agencia de viajes,La Cuna del Viaje by ¨Viajes T. Noguez¨,Ignacio Manuel Altamira .,San Rafael ,Ciudad de México,Cuauhtémoc
,2090056052,Alimentos y bebidas,Nopalito,Av. Insurgentes rte .,Guadalupe Insurgentes,Ciudad de México,Gustavo A. Madero
,1090140123,Hospedaje,BelAir Business CDMX-WTC,Dakota,Nápoles,Ciudad de México,Benito Juárez
,1090150992,Hospedaje,Hotel Corinto,Vallarta,Tabacalera,Ciudad de México,Cuauhtémoc
,31090150356,Guía de turistas,Eleonora Alieva,Cuernavaca,Hipódromo Condesa,Ciudad de México,Cuauhtémoc
,4090141628,Agencia de viajes,Euromundo,Xochicalco No,Narvarte Poniente,Ciudad de México,Benito Juárez
,35090160010,Tour operador,Viajes de Gala,Cuvier,Anzures,Ciudad de México,Miguel Hidalgo
,35090160039,Tour operador,Travel CIT,Cerrada De Observatorio Ote. .,Escandón,Ciudad de México,Miguel Hidalgo
,4090130091,Agencia de viajes,Grupo Travel Coapa ,Prol. División del Norte,San Lorenzo La Cebada,Ciudad de México,Xochimilco
,31090020072,Guía de turistas,Lorena Araceli González González,palestina .,Clavería,Ciudad de México,Azcapotzalco
,4090151681,Agencia de viajes,JI Travel Mundo,Cerro de las Torres,Campestre Churubusco,Ciudad de México,Coyoacán
,4090100218,Agencia de viajes,Magnitravel México,Toltecas,Carola,Ciudad de México,Álvaro Obregón
,4090161252,Agencia de viajes,EDVP Mundomex,Cicerón ,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,4090161253,Agencia de viajes,Gyc Mundomex,Ciceron,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,27090160001,Agencia integradora de servicios,DP Mundomex,Ciceron,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,2090157462,Alimentos y bebidas,Terraza Alameda,Avenida Juárez ,Centro (Área 2),Ciudad de México,Cuauhtémoc
,2090157463,Alimentos y bebidas,Los Dones,Avenida Juárez ,Centro (Área 2),Ciudad de México,Cuauhtémoc
,4090154286,Agencia de viajes,Le Blanc Tours,Paseo de la Reforma,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,31090160287,Guía de turistas,Enrique Gómez Cervantes,Lago Mask .,Anáhuac ,Ciudad de México,Miguel Hidalgo
,4090144333,Agencia de viajes,Carvogsi,Av. Eugenia .,Del Valle,Ciudad de México,Benito Juárez
,35090150020,Agencia de viajes,Nefertari Travel Agency,Av. Insurgentes Sur,Hipódromo,Ciudad de México,Cuauhtémoc
,1090100100,Hospedaje,"Ramada by Wyndham Ciudad de México, Santa Fe",Av. Vasco de Quiroga ,Tlapechico,Ciudad de México,Álvaro Obregón
,1090150964,Hospedaje,HOSTEL BARRIO DOWNTOWN,Republica de Uruguay ,Centro (Área 1),Ciudad de México,Cuauhtémoc
,1090150965,Hospedaje,Laila Hotel CDMX,Rio Lerma,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,4090031743,Agencia de viajes,Pasion X Viajes,Av. Taxqueña .,Campestre Churubusco,Ciudad de México,Coyoacán
,4090021435,Agencia de viajes,2B Travel Group,Av. Manuel Acuña .,Villa Azcapotzalco,Ciudad de México,Azcapotzalco
,4090121606,Agencia de viajes,Adalid Tours,Av. Acoxpa Andador,Villa Coapa,Ciudad de México,Tlalpan
,4090144349,Agencia de viajes,Beat Travel ,Manuel López Cotilla .,Del Valle Sur,Ciudad de México,Benito Juárez
,4090144350,Agencia de viajes,Volando,Alfonso XIII .,Álamos,Ciudad de México,Benito Juárez
,5090100004,Transportadora turística,VOLARIS,Av. Antonio Dovalí Jaime .,Santa Fe,Ciudad de México,Álvaro Obregón
,2090157823,Alimentos y bebidas,Casa Bruna,Alfonso Reyes,Hipódromo,Ciudad de México,Cuauhtémoc
,4090021422,Agencia de viajes,Travesía Viajera Tours by FraVEO,Calzada de la Naranja ,Santiago Ahuizotla,Ciudad de México,Azcapotzalco
,4090164338,Agencia de viajes,Amaka Travels,Av. Felipe Carrillo Puerto .,Popotla,Ciudad de México,Miguel Hidalgo
,34090160002,Spa,MOOR SPA + NAILS PRADO NORTE,AV PRADO NORTE .,LOMAS DE CHAPULTEPEC,Ciudad de México,Miguel Hidalgo
,1090150990,Hospedaje,HOTEL MARBELLA,FRONTERA,Roma Norte,Ciudad de México,Cuauhtémoc
,31090030118,Guía de turistas,Kai Niklas Hermann Moos,Callejón Ixpantenco .,Pueblo Los Reyes,Ciudad de México,Coyoacán
,1090070093,Hospedaje,Blitz Suites & Motel,Calzada Ermita Iztapalapa .,Pueblo Santa Cruz Meyehualco,Ciudad de México,Iztapalapa
,2090170106,Alimentos y bebidas,Sirloin Stockade,Avenida del Peñón .,Moctezuma 2da Sección ,Ciudad de México,Venustiano Carranza
,4090174289,Agencia de viajes,Manantial de Vida Travel ,Andador Te chtitlan,Arenal 1era Sección ,Ciudad de México,Venustiano Carranza
,31090070058,Guía de turistas,Carlos Josué Cortés Ramos,Juan de Dios Bojorquez ,Constitución de 1917,Ciudad de México,Iztapalapa
,4090031378,Agencia de viajes,Viajes BeYou ,Canadá .,San Lucas,Ciudad de México,Coyoacán
,4090161725,Agencia de viajes,Turismo Suze,Homero,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,35090060002,Tour operador,Travel and Meeting Planner,Oriente,Agricola Oriental,Ciudad de México,Iztacalco
,1090100112,Hospedaje,Hotel Quinto Elemento,Blvd. Adolfo Lopez Mateos .,Progreso Tizapan,Ciudad de México,Álvaro Obregón
,4090021437,Agencia de viajes,Efecto Travel,Av Aquiles Serdan .,Torre Aquiles,Ciudad de México,Azcapotzalco
,27090120004,Agencia integradora de servicios,Rizes Eventos ,Blvr. Anillo Periférico Adolfo López Mateos .,Jardines en la Montaña,Ciudad de México,Tlalpan
,31090030119,Guía de turistas,Monica Berenice Sánchez Hernández,Rinconada de los Ríos Edificio Balsas,Pedregal de Carrasco,Ciudad de México,Coyoacán
,4090144357,Agencia de viajes,Tour Guide,Monrovia,Portales Norte,Ciudad de México,Benito Juárez
,2090120105,Alimentos y bebidas,Burger King Tepepan ,Periférico sur .,Arenal Tepepan,Ciudad de México,Tlalpan
,2090020086,Alimentos y bebidas,Burger King Azcapotzalco ,Azcapotzalco ,Centro de Azcapotzalco,Ciudad de México,Azcapotzalco
,2090140232,Alimentos y bebidas,Burger King Tlalpan ,Calzada de Tlalpan .,Postal,Ciudad de México,Benito Juárez
,4090161488,Agencia de viajes,Viajes Ciclope,Jaime Balmes,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,2090030122,Alimentos y bebidas,Restaurante Liverpool Perisur y Restaurante Liverpool Rincón Perisur,Adolfo Ruiz Cortínez,Insurgentes Cuicuilco,Ciudad de México,Coyoacán
,4090141503,Agencia de viajes,Mayer Travel Online,Amores,Del Valle Centro,Ciudad de México,Benito Juárez
,5090100007,Transportadora turística,BeFirstbuss,Enrique Bordes Mangel ,Ampliación Asturias,Ciudad de México,Cuauhtémoc
,35090150041,Tour operador,Leemba Travel,Saturno,Guerrero,Ciudad de México,Cuauhtémoc
,35090150042,Tour operador,Mexemotion,Saturno,Guerrero,Ciudad de México,Cuauhtémoc
,31090140090,Guía de turistas,José Guzman Rodriguez,Av. Victor Hugo,Portales Sur,Ciudad de México,Benito Juárez
,35090140024,Tour operador,Checkin 2 Travel,"Insurgentes Sur, .",Del Valle Centro,Ciudad de México,Benito Juárez
,4090081367,Agencia de viajes,Viajes Manli ,Av. San Bernabé ,San Jerónimo Lídice,Ciudad de México,La Magdalena Contreras
,1090029840,Hospedaje,HOTEL CLAVERIA,AVENIDA CUITLAHUAC,Obrero Popular,Ciudad de México,Azcapotzalco
,4090071394,Agencia de viajes,Margo Tours,médicos .,El Sifón,Ciudad de México,Iztapalapa
,31090120080,Guía de turistas,Ana Luisa Hernandez Ávila,Insurgentes Sur .,Residencial Insurgentes Sur,Ciudad de México,Tlalpan
,4090031764,Agencia de viajes,The Travel Xperience by HS,División Del rte .,El Rosedal,Ciudad de México,Coyoacán
,5090070447,Transportadora turística,Contigo Voy Compañía Viajera,Gerentes ,San José Aculco,Ciudad de México,Iztapalapa
,4090151711,Agencia de viajes,Eventware,Jalapa ,Roma Norte,Ciudad de México,Cuauhtémoc
,0109016023882,Hospedaje,Hotel Venecia,Golfo de Australia ,Tacuba,Ciudad de México,Miguel Hidalgo
,1090150966,Hospedaje,Hotel La Joya,Ezequiel Montes,Tabacalera,Ciudad de México,Cuauhtémoc
,4090101706,Agencia de viajes,Servicios Turísticos Vistahermosa,Av. Altavista .,San Angel Inn,Ciudad de México,Álvaro Obregón
